s,a,r,sp
17669,1,-225,17664
17664,2,-100,17659
17659,6,-100,18655
18655,6,-100,19651
19651,3,-25,19647
19647,1,-225,20144
20144,5,-25,20641
20641,1,-225,21138
21138,1,-225,21636
21636,1,-225,21634
21634,6,-100,22632
22632,1,-225,23131
23131,2,-100,23630
25343,2,-100,24722
24722,2,-100,24222
24222,4,0,23721
23721,7,-225,23720
23720,5,-25,23719
23719,5,-25,23719
23719,5,-25,23718
23718,1,-225,23717
23717,7,-225,23716
23716,2,-100,23215
23215,5,-25,23213
23213,4,0,23212
23212,4,0,23211
23211,3,-25,22710
22710,2,-100,22708
22708,7,-225,22706
22706,2,-100,22705
22705,2,-100,22203
22203,2,-100,21700
21700,3,-25,21698
21698,3,-25,21696
21696,5,-25,22194
22194,6,-100,22192
22192,3,-25,22190
22190,3,-25,22188
22188,3,-25,22187
22187,4,0,22685
22685,2,-100,22683
22683,7,-225,23182
23182,5,-25,23181
23181,5,-25,23680
23680,3,-25,23679
23679,7,-225,24679
24679,2,-100,24679
24679,3,-25,24678
24678,5,-25,25178
25178,6,-100,25679
25679,5,-25,26180
26180,2,-100,26180
26180,4,0,26181
26181,4,0,26682
26682,3,-25,26683
26683,4,0,26685
26685,4,0,27186
27186,2,-100,26688
26688,3,-25,26689
26689,2,-100,26690
26690,7,-225,27192
27192,7,-225,27694
27694,1,-225,27696
27696,6,-100,27698
27698,2,-100,27700
27700,5,-25,27702
27702,3,-25,27704
27704,3,-25,27706
27706,4,0,27707
27707,7,-225,27710
27710,4,0,27712
27712,2,-100,27713
27713,3,-25,27215
27215,7,-225,27217
27217,4,0,27218
27218,4,0,27220
27220,5,-25,27221
27221,7,-225,27223
27223,5,-25,27225
27225,4,0,27226
27226,6,-100,27228
27228,5,-25,27229
27229,1,-225,26730
26730,1,-225,25731
25731,5,-25,25732
25732,1,-225,25232
25232,1,-225,24731
24731,6,-100,24731
24731,3,-25,24231
24231,6,-100,24230
24230,6,-100,24230
24230,3,-25,23729
23729,6,-100,23728
23728,7,-225,24228
24228,4,0,23727
23727,4,0,23726
23726,2,-100,23224
23224,7,-225,23223
23223,3,-25,22721
22721,1,-225,22219
22219,2,-100,21717
21717,2,-100,21215
21215,5,-25,21212
21212,2,-100,21209
21209,1,-225,20706
20706,7,-225,20704
20704,7,-225,21201
21201,3,-25,21198
21198,7,-225,21696
21696,2,-100,21193
21193,1,-225,21191
21191,5,-25,21188
21188,7,-225,21686
21686,6,-100,22184
22184,2,-100,22182
22182,6,-100,22681
22681,4,0,23180
23180,1,-225,23178
23178,4,0,23177
23177,4,0,23676
23676,2,-100,23675
23675,5,-25,24175
24175,3,-25,24174
24174,5,-25,24674
24674,3,-25,24674
24674,2,-100,24674
24674,1,-225,24674
24674,3,-25,25174
25174,1,-225,25174
25174,1,-225,25174
25174,3,-25,25175
25175,2,-100,25175
25175,7,-225,25675
25675,3,-25,26176
26176,2,-100,26177
26177,3,-25,26178
26178,5,-25,26679
26679,2,-100,26680
26680,3,-25,26681
26681,1,-225,26683
26683,3,-25,26684
26684,1,-225,26685
26685,7,-225,27186
27186,4,0,27188
27188,1,-225,27190
27190,6,-100,27692
27692,3,-25,27693
27693,3,-25,27695
27695,6,-100,28198
28198,6,-100,28200
28200,4,0,28202
28202,2,-100,28205
28205,6,-100,28707
28707,6,-100,28710
28710,6,-100,29213
29213,2,-100,28715
28715,1,-225,28218
28218,5,-25,28220
28220,1,-225,27722
27722,4,0,27724
27724,7,-225,27726
27726,6,-100,27728
27728,3,-25,27229
27229,5,-25,27231
27231,1,-225,26732
26732,4,0,26233
26233,4,0,26234
26234,5,-25,26235
26235,6,-100,26235
26235,7,-225,25736
25736,2,-100,25236
25236,1,-225,24736
24736,4,0,24236
24236,4,0,24235
24235,7,-225,24234
24234,7,-225,24234
24234,2,-100,23233
23233,5,-25,23232
23232,3,-25,22730
22730,7,-225,22729
22729,2,-100,22227
22227,2,-100,21724
21724,6,-100,21722
21722,1,-225,21220
21220,7,-225,21717
21717,4,0,21215
21215,3,-25,21212
21212,6,-100,21210
21210,1,-225,21207
21207,6,-100,21204
21204,1,-225,21202
21202,1,-225,20699
20699,6,-100,21196
21196,6,-100,21693
21693,5,-25,21691
21691,2,-100,21689
21689,1,-225,21686
21686,4,0,21684
21684,5,-25,22182
22182,1,-225,22180
22180,3,-25,22178
22178,5,-25,22676
22676,5,-25,23175
23175,6,-100,23674
23674,1,-225,23673
23673,4,0,23672
23672,3,-25,24172
24172,3,-25,24171
24171,2,-100,24171
24171,7,-225,25171
25171,5,-25,25671
25671,6,-100,26172
26172,6,-100,26673
26673,1,-225,26675
26675,6,-100,27676
27676,1,-225,27678
27678,1,-225,27180
27180,4,0,27682
27682,3,-25,27684
27684,2,-100,27686
27686,3,-25,27688
27688,3,-25,27690
27690,3,-25,27692
27692,5,-25,28194
28194,1,-225,27696
27696,2,-100,27698
27698,3,-25,27700
27700,1,-225,27201
27201,5,-25,27703
27703,2,-100,27205
27205,5,-25,27207
27207,3,-25,27208
27208,2,-100,26709
26709,4,0,26711
26711,4,0,26712
26712,6,-100,27213
27213,5,-25,27215
27215,5,-25,27216
27216,6,-100,27218
27218,1,-225,26719
26719,1,-225,26220
26220,2,-100,25721
25721,1,-225,25221
25221,2,-100,24721
24721,7,-225,25221
25221,7,-225,25221
25221,4,0,25222
25222,7,-225,25222
25222,5,-25,25222
25222,5,-25,25222
25222,3,-25,24722
24722,7,-225,24722
24722,4,0,24722
24722,1,-225,24221
24221,4,0,24220
24220,5,-25,24220
24220,3,-25,23719
23719,4,0,23718
23718,5,-25,23717
23717,4,0,23716
23716,2,-100,23215
23215,2,-100,22713
22713,1,-225,22211
22211,1,-225,21709
21709,2,-100,21706
21706,7,-225,21704
21704,5,-25,22202
22202,5,-25,22200
22200,1,-225,21698
21698,6,-100,22196
22196,2,-100,22194
22194,3,-25,22192
22192,5,-25,22190
22190,7,-225,22688
22688,3,-25,22687
22687,6,-100,23186
23186,1,-225,23185
23185,1,-225,23183
23183,4,0,23182
23182,6,-100,23681
23681,6,-100,24181
24181,7,-225,25181
25181,1,-225,24681
24681,5,-25,25181
25181,3,-25,25181
25181,4,0,25682
25682,5,-25,26183
26183,2,-100,26183
26183,6,-100,26685
26685,5,-25,26686
26686,7,-225,27188
27188,5,-25,27690
27690,4,0,27692
27692,2,-100,27694
27694,4,0,27696
27696,2,-100,27698
27698,4,0,27699
27699,4,0,27701
27701,5,-25,27704
27704,2,-100,27705
27705,2,-100,27207
27207,2,-100,27209
27209,1,-225,26710
26710,7,-225,26711
26711,4,0,26713
26713,3,-25,26714
26714,2,-100,26215
26215,2,-100,25715
25715,3,-25,25716
25716,6,-100,25716
25716,3,-25,25216
25216,4,0,25217
25217,3,-25,25217
25217,6,-100,25217
25217,6,-100,25217
25217,1,-225,25217
25217,1,-225,24717
24717,4,0,24217
24217,1,-225,24216
24216,4,0,23715
23715,4,0,23714
23714,3,-25,23713
23713,6,-100,23712
23712,2,-100,23211
23211,5,-25,23210
23210,6,-100,23709
23709,2,-100,23208
23208,7,-225,23707
23707,6,-100,23706
23706,6,-100,24206
24206,3,-25,24205
24205,3,-25,23704
23704,4,0,23703
23703,4,0,23703
23703,2,-100,23702
23702,1,-225,23200
23200,2,-100,23199
23199,4,0,23198
23198,2,-100,22696
22696,5,-25,23195
23195,5,-25,23194
23194,2,-100,23193
23193,1,-225,23191
23191,1,-225,22690
22690,7,-225,23189
23189,4,0,23688
23688,3,-25,23686
23686,1,-225,23185
23185,7,-225,23685
23685,2,-100,23684
23684,6,-100,24183
24183,3,-25,24183
24183,5,-25,24683
24683,3,-25,24683
24683,1,-225,24683
24683,7,-225,25183
25183,5,-25,25683
25683,6,-100,26184
26184,5,-25,26686
26686,6,-100,27187
27187,5,-25,27689
27689,6,-100,27691
27691,2,-100,27693
27693,5,-25,28195
28195,6,-100,28698
28698,1,-225,28200
28200,2,-100,28202
28202,7,-225,28204
28204,1,-225,28207
28207,1,-225,27709
27709,7,-225,28211
28211,5,-25,28213
28213,1,-225,27715
27715,5,-25,27717
27717,3,-25,27218
27218,2,-100,27220
27220,2,-100,26721
26721,7,-225,26722
26722,7,-225,26723
26723,1,-225,26224
26224,3,-25,25725
25725,1,-225,25225
25225,5,-25,25226
25226,2,-100,24725
24725,3,-25,24225
24225,6,-100,24725
24725,3,-25,24224
24224,6,-100,24224
24224,6,-100,24223
24223,4,0,24223
24223,1,-225,23722
23722,5,-25,23721
23721,6,-100,23720
23720,5,-25,23719
23719,1,-225,23218
23218,3,-25,23217
23217,1,-225,22715
22715,2,-100,22213
22213,4,0,22211
22211,4,0,22209
22209,7,-225,22207
22207,5,-25,22205
22205,6,-100,22704
22704,5,-25,22702
22702,5,-25,23201
23201,1,-225,22699
22699,3,-25,22698
22698,7,-225,23196
23196,4,0,23195
23195,2,-100,23194
23194,5,-25,23193
23193,2,-100,23191
23191,4,0,23190
23190,2,-100,23189
23189,3,-25,23187
23187,4,0,23186
23186,3,-25,23185
23185,6,-100,23684
23684,4,0,24183
24183,3,-25,24183
24183,4,0,24182
24182,2,-100,24182
24182,2,-100,24181
24181,3,-25,24181
24181,1,-225,24180
24180,7,-225,24680
24680,7,-225,25181
25181,4,0,25681
25681,7,-225,26182
26182,5,-25,26683
26683,3,-25,26684
26684,6,-100,27186
27186,5,-25,27687
27687,3,-25,27689
27689,2,-100,27191
27191,4,0,27693
27693,5,-25,27695
27695,4,0,27697
27697,4,0,28199
28199,5,-25,28201
28201,1,-225,28204
28204,5,-25,28206
28206,1,-225,27708
27708,3,-25,27710
27710,7,-225,27712
27712,4,0,27714
27714,7,-225,28216
28216,4,0,27718
27718,2,-100,27220
27220,7,-225,27722
27722,5,-25,27723
27723,3,-25,27225
27225,6,-100,27227
27227,5,-25,27228
27228,7,-225,27230
27230,6,-100,27232
27232,5,-25,27233
27233,7,-225,27235
27235,5,-25,27236
27236,1,-225,26237
26237,1,-225,25738
25738,4,0,25238
25238,2,-100,24738
24738,4,0,24238
24238,3,-25,23737
23737,3,-25,23236
23236,1,-225,22735
22735,6,-100,22733
22733,1,-225,22231
22231,4,0,21729
21729,3,-25,21727
21727,2,-100,21224
21224,2,-100,20721
20721,1,-225,20217
20217,1,-225,19713
19713,2,-100,19209
19209,2,-100,18705
18705,6,-100,19201
19201,6,-100,19697
19697,6,-100,19693
19693,3,-25,19690
19690,1,-225,19686
19686,2,-100,19682
19682,5,-25,19679
19679,7,-225,20676
20676,6,-100,21173
21173,1,-225,21170
21170,4,0,21668
21668,2,-100,21665
21665,3,-25,21663
21663,7,-225,22662
22662,7,-225,23160
23160,4,0,23660
23660,5,-25,24159
24159,1,-225,24659
24659,4,0,25159
25159,3,-25,25159
25159,2,-100,25660
25660,2,-100,25660
25660,5,-25,26161
26161,7,-225,27162
27162,3,-25,27164
27164,6,-100,28166
28166,6,-100,28669
28669,2,-100,28672
28672,6,-100,29175
29175,4,0,29678
29678,1,-225,29682
29682,4,0,30185
30185,5,-25,30189
30189,5,-25,30693
30693,6,-100,31197
31197,3,-25,31201
25343,3,-25,24721
24721,3,-25,24220
24220,3,-25,24220
24220,3,-25,23719
23719,3,-25,23218
23218,3,-25,23216
23216,3,-25,22715
22715,3,-25,22713
22713,3,-25,22211
22211,3,-25,22209
22209,3,-25,21707
21707,3,-25,21705
21705,3,-25,21702
21702,3,-25,21200
21200,3,-25,21197
21197,3,-25,21195
21195,3,-25,21192
21192,3,-25,21189
21189,3,-25,21187
21187,3,-25,21184
21184,3,-25,21181
21181,3,-25,21179
21179,3,-25,21676
21676,3,-25,21674
21674,3,-25,21672
21672,3,-25,22170
22170,3,-25,22168
22168,3,-25,22166
22166,3,-25,22665
22665,3,-25,22663
22663,3,-25,23162
23162,3,-25,23661
23661,3,-25,23660
23660,3,-25,24159
24159,3,-25,24159
24159,3,-25,24659
24659,3,-25,25159
25159,5,-25,25659
25659,5,-25,26160
26160,5,-25,26662
26662,5,-25,27663
27663,5,-25,28165
28165,5,-25,28668
28668,5,-25,29171
29171,5,-25,29674
29674,5,-25,30178
30178,5,-25,30682
30682,5,-25,30686
30686,5,-25,31191
31191,5,-25,31695
31695,5,-25,31700
31700,5,-25,32205
32205,5,-25,32210
32210,5,-25,32215
32215,5,-25,32221
32221,5,-25,32226
32226,5,-25,32231
32231,5,-25,32236
32236,5,-25,32241
32241,5,-25,31746
31746,5,-25,31750
31750,5,-25,31255
31255,5,-25,30759
30759,5,-25,30263
30263,5,-25,30266
30266,5,-25,29770
29770,5,-25,29273
29273,5,-25,28775
28775,5,-25,28277
28277,5,-25,27779
27779,5,-25,27281
27281,5,-25,26782
26782,5,-25,25782
25782,5,-25,25283
25283,5,-25,24783
24783,3,-25,23782
23782,3,-25,23281
23281,3,-25,22279
22279,3,-25,21276
21276,3,-25,20773
20773,3,-25,19769
19769,3,-25,18765
18765,3,-25,18260
18260,3,-25,17255
17255,3,-25,16749
16749,3,-25,16243
16243,3,-25,15736
15736,3,-25,15229
15229,3,-25,14722
14722,3,-25,14215
14215,3,-25,14207
14207,3,-25,14199
14199,3,-25,13691
13691,3,-25,13684
13684,3,-25,13676
13676,3,-25,14168
14168,3,-25,14161
14161,3,-25,14653
14653,3,-25,15146
15146,3,-25,15139
15139,3,-25,15633
15633,3,-25,16127
16127,3,-25,16621
16621,3,-25,17616
17616,3,-25,18111
18111,3,-25,18607
18607,3,-25,19603
19603,3,-25,20100
20100,3,-25,20597
20597,3,-25,21595
21595,3,-25,22093
22093,3,-25,23092
23092,3,-25,23591
23591,3,-25,24591
24591,3,-25,25091
25091,5,-25,26092
26092,5,-25,27594
27594,5,-25,28596
28596,5,-25,29600
29600,5,-25,30604
30604,5,-25,31608
31608,5,-25,32614
32614,5,-25,33620
33620,5,-25,34626
34626,5,-25,35134
35134,5,-25,36142
36142,5,-25,36650
36650,5,-25,37659
37659,5,-25,38168
38168,5,-25,38678
38678,5,-25,39188
39188,5,-25,39698
39698,5,-25,39709
39709,5,-25,39719
39719,5,-25,39730
39730,5,-25,39740
39740,5,-25,39751
39751,5,-25,39261
39261,5,-25,38771
38771,5,-25,38280
38280,5,-25,37789
37789,5,-25,37298
37298,5,-25,36806
36806,5,-25,35814
35814,5,-25,35321
35321,5,-25,34328
34328,5,-25,33834
33834,5,-25,32839
32839,5,-25,32344
32344,5,-25,31349
31349,5,-25,30853
30853,5,-25,29856
29856,5,-25,29359
29359,5,-25,28361
28361,5,-25,27363
27363,5,-25,26864
26864,5,-25,25865
25865,5,-25,25365
25365,5,-25,24365
24365,3,-25,23363
23363,3,-25,22362
22362,3,-25,21359
21359,3,-25,20356
20356,3,-25,19352
19352,3,-25,18347
18347,3,-25,16841
16841,3,-25,15835
15835,3,-25,14827
14827,3,-25,13819
13819,3,-25,12811
12811,3,-25,11801
11801,3,-25,10791
10791,3,-25,9780
9780,3,-25,8769
8769,3,-25,8257
8257,3,-25,7245
7245,3,-25,6732
6732,3,-25,6219
6219,3,-25,6206
6206,3,-25,5692
5692,3,-25,5679
5679,3,-25,6165
6165,3,-25,6152
6152,3,-25,6639
6639,3,-25,7127
7127,3,-25,7614
7614,3,-25,8103
8103,3,-25,9091
9091,3,-25,9581
9581,3,-25,10571
10571,3,-25,11061
11061,3,-25,12052
12052,3,-25,12543
12543,3,-25,13535
13535,3,-25,14028
14028,3,-25,15021
15021,3,-25,15514
15514,3,-25,16008
16008,3,-25,16502
16502,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,28508
28508,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,36554
36554,5,-25,37563
37563,5,-25,38573
38573,5,-25,39584
39584,5,-25,41095
41095,5,-25,42107
42107,5,-25,43120
43120,5,-25,43633
43633,5,-25,44647
44647,5,-25,45662
45662,5,-25,46177
46177,5,-25,46692
46692,5,-25,46707
46707,5,-25,47223
47223,5,-25,46738
46738,5,-25,46754
46754,5,-25,46269
46269,5,-25,45784
45784,5,-25,45298
45298,5,-25,44812
44812,5,-25,44325
44325,5,-25,43338
43338,5,-25,42350
42350,5,-25,41862
41862,5,-25,40874
40874,5,-25,40384
40384,5,-25,39895
39895,5,-25,38904
38904,5,-25,38414
38414,5,-25,37923
37923,5,-25,37432
37432,5,-25,37440
37440,5,-25,36949
36949,5,-25,36957
36957,5,99975,36965
25343,3,-25,24710
24710,2,-100,24210
24210,2,-100,24209
24209,2,-100,23708
23708,2,-100,23207
23207,4,0,23206
23206,4,0,23204
23204,4,0,23203
23203,4,0,23202
23202,5,-25,23701
23701,4,0,23700
23700,4,0,23699
23699,5,-25,23698
23698,4,0,23698
23698,5,-25,24197
24197,5,-25,24197
24197,3,-25,24196
24196,5,-25,24696
24696,5,-25,24696
24696,3,-25,24695
24695,2,-100,24695
24695,4,0,24695
24695,4,0,24695
24695,5,-25,25195
25195,4,0,25195
25195,6,-100,25695
25695,4,0,25696
25696,5,-25,25696
25696,3,-25,25697
25697,5,-25,26198
26198,5,-25,26199
26199,4,0,26200
26200,5,-25,26701
26701,4,0,26702
26702,5,-25,26703
26703,6,-100,27205
27205,5,-25,27206
27206,3,-25,27208
27208,5,-25,27209
27209,5,-25,27211
27211,4,0,27213
27213,3,-25,27214
27214,6,-100,27216
27216,3,-25,26717
26717,6,-100,27219
27219,4,0,27220
27220,6,-100,27222
27222,5,-25,27223
27223,4,0,26724
26724,5,-25,26726
26726,4,0,26727
26727,6,-100,26728
26728,3,-25,26229
26229,5,-25,26230
26230,4,0,26231
26231,6,-100,26232
26232,5,-25,25732
25732,4,0,25733
25733,4,0,25233
25233,6,-100,25233
25233,6,-100,25233
25233,6,-100,25234
25234,5,-25,25234
25234,3,-25,24734
24734,2,-100,24233
24233,3,-25,23732
23732,4,0,23231
23231,5,-25,23230
23230,3,-25,22728
22728,3,-25,22227
22227,5,-25,22225
22225,4,0,22223
22223,3,-25,21721
21721,4,0,21718
21718,5,-25,21716
21716,3,-25,21213
21213,2,-100,21211
21211,3,-25,20708
20708,5,-25,20705
20705,3,-25,20702
20702,5,-25,20699
20699,3,-25,20696
20696,5,-25,21193
21193,3,-25,21191
21191,2,-100,20688
20688,2,-100,20685
20685,5,-25,21182
21182,2,-100,21179
21179,4,0,21177
21177,4,0,21674
21674,3,-25,21672
21672,5,-25,22170
22170,2,-100,22168
22168,2,-100,22167
22167,4,0,22665
22665,2,-100,22664
22664,5,-25,23663
23663,2,-100,23662
23662,5,-25,24161
24161,2,-100,24161
24161,3,-25,24660
24660,4,0,25160
25160,4,0,25661
25661,4,0,26162
26162,4,0,26163
26163,4,0,26664
26664,5,-25,27166
27166,5,-25,28168
28168,3,-25,28170
28170,3,-25,28172
28172,3,-25,28675
28675,6,-100,29178
29178,4,0,29681
29681,5,-25,29685
29685,5,-25,30188
30188,6,-100,30693
30693,4,0,30697
30697,3,-25,30701
30701,4,0,30705
30705,3,-25,30709
30709,4,0,30713
30713,5,-25,30717
30717,6,-100,30721
30721,5,-25,30725
30725,6,-100,31230
31230,5,-25,30734
30734,4,0,30738
30738,3,-25,30241
30241,4,0,29745
29745,6,-100,29748
29748,5,-25,29251
29251,5,-25,29254
29254,5,-25,28756
28756,3,-25,28259
28259,6,-100,27761
27761,6,-100,27762
27762,6,-100,27264
27264,6,-100,27265
27265,3,-25,26266
26266,4,0,25767
25767,6,-100,25267
25267,5,-25,24767
24767,3,-25,24266
24266,2,-100,23265
23265,5,-25,22764
22764,5,-25,22262
22262,2,-100,21759
21759,3,-25,20756
20756,5,-25,20253
20253,5,-25,20250
20250,4,0,19746
19746,2,-100,18742
18742,2,-100,18237
18237,2,-100,17732
17732,2,-100,17226
17226,2,-100,16220
16220,3,-25,16214
16214,3,-25,15707
15707,5,-25,16201
16201,3,-25,15695
15695,5,-25,16188
16188,2,-100,16182
16182,2,-100,15676
15676,4,0,16170
16170,4,0,16664
16664,4,0,17158
17158,2,-100,17153
17153,5,-25,17648
17648,2,-100,18143
18143,5,-25,18638
18638,4,0,19635
19635,2,-100,19631
19631,4,0,20628
20628,2,-100,21125
21125,3,-25,21623
21623,2,-100,22121
22121,5,-25,22619
22619,5,-25,23619
23619,5,-25,24618
24618,3,-25,25119
25119,5,-25,26120
26120,4,0,27121
27121,5,-25,28123
28123,4,0,28626
28626,3,-25,29129
29129,3,-25,29633
29633,5,-25,30637
30637,3,-25,31141
31141,3,-25,31646
31646,6,-100,32651
32651,3,-25,33157
33157,4,0,33163
33163,4,0,33669
33669,5,-25,34176
34176,6,-100,35183
35183,3,-25,35190
35190,4,0,35197
35197,3,-25,35205
35205,6,-100,35712
35712,3,-25,35219
35219,4,0,35226
35226,6,-100,35234
35234,4,0,34741
34741,4,0,34747
34747,5,-25,34254
34254,5,-25,33760
33760,4,0,33266
33266,4,0,32772
32772,6,-100,32277
32277,4,0,31782
31782,3,-25,30786
30786,6,-100,30290
30290,3,-25,29793
29793,6,-100,29296
29296,5,-25,28298
28298,6,-100,27800
27800,3,-25,26802
26802,6,-100,26303
26303,4,0,25803
25803,4,0,24803
24803,4,0,23802
23802,3,-25,22800
22800,2,-100,21798
21798,4,0,20795
20795,5,-25,20292
20292,3,-25,19288
19288,3,-25,18283
18283,2,-100,17278
17278,2,-100,16272
16272,5,-25,15766
15766,5,-25,15259
15259,5,-25,15252
15252,5,-25,14745
14745,3,-25,14237
14237,3,-25,13729
13729,4,0,13221
13221,4,0,13213
13213,4,0,13204
13204,3,-25,13196
13196,2,-100,12687
12687,2,-100,12679
12679,3,-25,12670
12670,5,-25,13162
13162,5,-25,13654
13654,5,-25,14647
14647,4,0,15140
15140,4,0,15633
15633,3,-25,16127
16127,5,-25,17122
17122,4,0,17617
17617,2,-100,18112
18112,4,0,19108
19108,3,-25,19605
19605,4,0,20602
20602,4,0,21599
21599,4,0,22597
22597,2,-100,23096
23096,4,0,23595
23595,3,-25,24595
24595,5,-25,25596
25596,3,-25,26097
26097,3,-25,27098
27098,5,-25,28101
28101,4,0,29103
29103,4,0,29607
29607,6,-100,31111
31111,4,0,31616
31616,6,-100,33122
33122,5,-25,33628
33628,6,-100,34635
34635,5,-25,35643
35643,6,-100,36651
36651,6,-100,37660
37660,5,-25,38169
38169,6,-100,38679
38679,3,-25,38689
38689,3,-25,38698
38698,5,-25,39208
39208,3,-25,38718
38718,3,-25,38728
38728,4,0,38237
38237,5,-25,38247
38247,4,0,37756
37756,5,-25,37265
37265,4,0,36773
36773,6,-100,36781
36781,5,-25,35789
35789,3,-25,35296
35296,3,-25,34302
34302,3,-25,33308
33308,3,-25,32313
32313,4,0,31318
31318,4,0,30321
30321,5,-25,29825
29825,6,-100,28827
28827,4,0,28329
28329,3,-25,26831
26831,5,-25,26332
26332,3,-25,25332
25332,5,-25,24331
24331,2,-100,23330
23330,3,-25,22328
22328,5,-25,21325
21325,2,-100,20322
20322,3,-25,18818
18818,5,-25,18313
18313,5,-25,17808
17808,5,-25,16802
16802,5,-25,16296
16296,4,0,15289
15289,2,-100,14281
14281,2,-100,13273
13273,2,-100,12264
12264,4,0,11755
11755,4,0,11245
11245,5,-25,10735
10735,2,-100,10225
10225,2,-100,9714
9714,5,-25,9703
9703,5,-25,10193
10193,5,-25,10182
10182,2,-100,10172
10172,4,0,10662
10662,5,-25,11152
11152,5,-25,11643
11643,5,-25,12634
12634,4,0,13126
13126,5,-25,14118
14118,4,0,14611
14611,2,-100,15104
15104,2,-100,16098
16098,4,0,16592
16592,5,-25,17587
17587,3,-25,18583
18583,3,-25,19079
19079,3,-25,20076
20076,4,0,21073
21073,2,-100,21571
21571,2,-100,22069
22069,3,-25,23067
23067,3,-25,23567
23567,4,0,24567
24567,3,-25,25567
25567,4,0,26568
26568,5,-25,27570
27570,6,-100,28573
28573,3,-25,29576
29576,6,-100,30580
30580,4,0,31585
31585,3,-25,32591
32591,5,-25,33597
33597,5,-25,34604
34604,5,-25,35611
35611,4,0,36619
36619,5,-25,37128
37128,3,-25,38137
38137,6,-100,38647
38647,5,-25,39657
39657,5,-25,40168
40168,3,-25,40679
40679,4,0,40690
40690,5,-25,41202
41202,4,0,41213
41213,3,-25,40724
40724,5,-25,40736
40736,5,-25,40747
40747,5,-25,40258
40258,5,-25,40268
40268,5,-25,39779
39779,5,-25,39288
39288,6,-100,38798
38798,4,0,37807
37807,5,-25,37316
37316,4,0,36324
36324,5,-25,35331
35331,3,-25,34337
34337,6,-100,33844
33844,5,-25,32849
32849,3,-25,31854
31854,4,0,30858
30858,3,-25,29862
29862,6,-100,29365
29365,3,-25,28367
28367,6,-100,27869
27869,4,0,26870
26870,4,0,25871
25871,6,-100,25371
25371,4,0,24371
24371,3,-25,23369
23369,4,0,22368
22368,5,-25,21865
21865,4,0,20862
20862,4,0,19859
19859,2,-100,18854
18854,2,-100,17349
17349,5,-25,16843
16843,5,-25,15837
15837,4,0,14830
14830,4,0,14322
14322,2,-100,12813
12813,4,0,11804
11804,3,-25,10794
10794,5,-25,10284
10284,5,-25,9773
9773,4,0,9262
9262,2,-100,8250
8250,2,-100,7238
7238,3,-25,6725
6725,4,0,6712
6712,5,-25,6699
6699,3,-25,6686
6686,2,-100,6673
6673,3,-25,6660
6660,5,-25,7148
7148,5,-25,8136
8136,5,-25,8625
8625,3,-25,9114
9114,5,-25,10104
10104,3,-25,11094
11094,3,-25,11585
11585,3,-25,12576
12576,3,-25,13068
13068,4,0,14060
14060,5,-25,15053
15053,5,-25,16547
16547,5,-25,17542
17542,3,-25,18037
18037,5,-25,19033
19033,3,-25,20030
20030,2,-100,20527
20527,3,-25,21024
21024,5,-25,22022
22022,5,-25,23021
23021,4,0,24020
24020,4,0,24520
24520,5,-25,25521
25521,5,-25,26522
26522,4,0,27524
27524,5,-25,28526
28526,5,-25,29530
29530,6,-100,30534
30534,3,-25,31038
31038,5,-25,32044
32044,4,0,33049
33049,5,-25,34056
34056,3,-25,35063
35063,4,0,36071
36071,3,-25,36580
36580,3,-25,37588
37588,4,0,38598
38598,3,-25,39108
39108,6,-100,40119
40119,3,-25,41130
41130,5,-25,41642
41642,6,-100,42655
42655,3,-25,43168
43168,4,0,43681
43681,3,-25,43694
43694,5,-25,43707
43707,3,-25,43721
43721,6,-100,43734
43734,6,-100,43747
43747,3,-25,43260
43260,6,-100,43273
43273,4,0,42285
42285,6,-100,41797
41797,3,-25,41308
41308,6,-100,40319
40319,4,0,39830
39830,3,-25,38339
38339,5,-25,37848
37848,3,-25,36856
36856,3,-25,35864
35864,3,-25,34370
34370,3,-25,33376
33376,6,-100,32882
32882,4,0,32387
32387,5,-25,31392
31392,6,-100,30896
30896,3,-25,29899
29899,6,-100,29902
29902,4,0,28905
28905,6,-100,28408
28408,6,-100,28410
28410,4,0,27411
27411,5,-25,26913
26913,5,-25,26414
26414,3,-25,25914
25914,3,-25,24914
24914,5,-25,24414
24414,3,-25,23912
23912,5,-25,23411
23411,3,-25,22409
22409,2,-100,21406
21406,4,0,20903
20903,4,0,19900
19900,3,-25,18895
18895,4,0,18390
18390,2,-100,17385
17385,2,-100,15878
25343,3,-25,24713
24713,3,-25,24713
24713,3,-25,24212
24212,3,-25,24212
24212,3,-25,23711
23711,3,-25,23710
23710,3,-25,23209
23209,3,-25,23207
23207,3,-25,22706
22706,3,-25,22705
22705,3,-25,22703
22703,3,-25,22701
22701,3,-25,22199
22199,3,-25,22197
22197,3,-25,22196
22196,3,-25,22194
22194,3,-25,22192
22192,3,-25,22190
22190,3,-25,22188
22188,3,-25,22186
22186,3,-25,22184
22184,3,-25,22182
22182,3,-25,22180
22180,3,-25,22178
22178,3,-25,22676
22676,3,-25,22675
22675,3,-25,22673
22673,3,-25,23172
23172,3,-25,23171
